City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Atkinson,US,2021-03-28 19:44:14,42.8384,-71.147,45.0,93,90,12.66
295,Yatou,CN,2021-03-28 19:48:12,37.15,122.3833,45.55,52,94,8.05
296,Sabla,NG,2021-03-28 19:48:12,12.7525,4.7077,81.84,12,0,10.09
297,Vila Velha,BR,2021-03-28 19:46:23,-20.3297,-40.2925,82.4,65,40,6.91
298,Semnan,IR,2021-03-28 19:48:12,35.5729,53.3971,46.76,25,0,3.38
299,Los Llanos De Aridane,ES,2021-03-28 19:47:45,28.6585,-17.9182,66.2,72,20,8.05
300,Lamar,US,2021-03-28 19:48:12,33.6668,-95.5836,68.0,30,1,17.27
301,Mercedes,AR,2021-03-28 19:48:13,-34.6515,-59.4307,72.0,76,87,10.2
302,Salalah,OM,2021-03-28 19:48:13,17.0151,54.0924,80.6,61,0,3.44
303,Dwarka,IN,2021-03-28 19:44:12,22.2394,68.9678,78.58,75,33,12.59
304,Anshun,CN,2021-03-28 19:48:13,26.25,105.9333,58.55,97,37,5.06
305,Hokitika,NZ,2021-03-28 19:48:14,-42.7167,170.9667,58.84,93,64,3.18
306,Grand Gaube,MU,2021-03-28 19:48:14,-20.0064,57.6608,78.01,79,1,2.24
307,Abu Kamal,SY,2021-03-28 19:48:14,34.4506,40.9171,56.07,23,0,6.17
308,Guerrero Negro,MX,2021-03-28 19:48:15,27.9769,-114.0611,82.04,18,26,8.41
309,Yenagoa,NG,2021-03-28 19:48:15,4.9247,6.2642,79.75,78,2,5.19
310,Bethel,US,2021-03-28 19:48:15,41.3712,-73.414,53.01,97,100,11.43
311,Weyburn,CA,2021-03-28 19:48:15,49.6668,-103.8511,57.2,30,56,10.36
312,Scarisoara,RO,2021-03-28 19:48:16,44.0,24.5667,53.6,54,75,11.5
313,Luba,GQ,2021-03-28 19:48:16,3.4568,8.5547,82.4,83,20,9.22
314,Djambala,CG,2021-03-28 19:48:16,-2.5447,14.7533,72.21,83,100,2.26
315,Santa Leopoldina,BR,2021-03-28 19:48:17,-20.1006,-40.5297,82.4,65,40,6.91
316,Gravdal,NO,2021-03-28 19:48:17,68.1214,13.5031,39.2,56,0,14.97
317,Ketchikan,US,2021-03-28 19:46:51,55.3422,-131.6461,39.2,81,90,10.36
318,Campo Verde,BR,2021-03-28 19:48:17,-20.4167,-54.0667,89.6,35,40,9.22
319,Grindavik,IS,2021-03-28 19:48:17,63.8424,-22.4338,32.0,86,75,3.44
320,Tabou,CI,2021-03-28 19:48:18,4.423,-7.3528,79.39,84,45,6.15
321,Trairi,BR,2021-03-28 19:48:18,-3.2778,-39.2689,80.24,78,11,4.63
322,Havre-Saint-Pierre,CA,2021-03-28 19:48:18,50.2334,-63.5986,30.2,59,20,11.5
323,Rivadavia,AR,2021-03-28 19:48:19,-33.1905,-68.4608,77.0,23,0,9.22
324,Marquette,US,2021-03-28 19:48:19,46.5333,-87.6335,28.99,76,83,10.0
325,Langxiang,CN,2021-03-28 19:48:19,46.95,128.8833,34.95,99,100,0.89
326,Genc,TR,2021-03-28 19:48:19,38.7507,40.5603,33.53,67,0,5.61
327,Athens,GR,2021-03-28 19:48:20,37.9795,23.7162,57.0,76,20,2.66
328,Hualmay,PE,2021-03-28 19:48:20,-11.0964,-77.6139,74.35,74,68,9.71
329,Magnor,SE,2021-03-28 19:48:20,59.9511,12.1996,41.0,87,90,6.91
330,Nelson Bay,AU,2021-03-28 19:44:43,-32.7167,152.15,63.0,100,40,4.61
331,Bereda,ES,2021-03-28 19:47:09,43.2686,-7.5406,48.99,89,0,1.99
332,Fortuna Foothills,US,2021-03-28 19:48:21,32.6578,-114.4119,84.99,12,1,11.5
333,Tazovskiy,RU,2021-03-28 19:48:21,67.4667,78.7,-12.14,99,34,8.46
334,Cerro Largo,BR,2021-03-28 19:48:21,-28.1486,-54.7381,77.0,78,75,6.91
335,Narsaq,GL,2021-03-28 19:48:21,60.9167,-46.05,24.8,58,0,6.91
336,Storforshei,NO,2021-03-28 19:48:22,66.4043,14.5233,41.0,65,20,5.75
337,Egvekinot,RU,2021-03-28 19:48:22,66.3167,-179.1667,7.83,92,100,13.31
338,Asau,RO,2021-03-28 19:48:22,46.4333,26.4,37.0,60,97,2.75
339,Morshansk,RU,2021-03-28 19:48:22,53.4435,41.8107,28.06,97,81,3.94
340,Zholymbet,KZ,2021-03-28 19:48:23,51.7433,71.7122,16.38,90,82,16.02
341,Jumla,NP,2021-03-28 19:48:23,29.2747,82.1838,45.39,60,27,3.53
342,Pacocha,PE,2021-03-28 19:48:23,-17.5833,-71.3333,71.73,77,100,6.08
343,Margate,GB,2021-03-28 19:48:24,51.3813,1.3862,50.0,70,88,5.01
344,Belen,TR,2021-03-28 19:48:24,36.4891,36.2233,51.8,50,0,10.36
345,Ginda,IN,2021-03-28 19:48:24,30.6945,78.4932,56.93,37,50,7.31
346,Beira,MZ,2021-03-28 19:47:50,-19.8436,34.8389,82.4,74,40,16.11
347,Spalding,US,2021-03-28 19:48:25,33.2668,-84.2833,66.2,94,90,9.22
348,Harper,LR,2021-03-28 19:48:25,4.375,-7.7169,79.27,84,25,6.06
349,Puerto Quijarro,BO,2021-03-28 19:48:25,-17.7833,-57.7667,92.61,37,9,7.25
350,Pacasmayo,PE,2021-03-28 19:48:25,-7.4006,-79.5714,76.19,68,25,11.5
351,Kalangala,UG,2021-03-28 19:48:26,-0.3089,32.225,75.2,73,20,6.91
352,Luwuk,ID,2021-03-28 19:48:26,-0.9516,122.7875,77.2,90,100,5.7
353,Pulaski,US,2021-03-28 19:48:26,34.7668,-92.3001,66.0,24,20,18.41
354,Weiser,US,2021-03-28 19:48:26,44.251,-116.9693,62.6,34,1,3.44
355,Ormara,PK,2021-03-28 19:48:27,25.2088,64.6357,78.22,81,24,10.29
356,Deputatskiy,RU,2021-03-28 19:48:27,69.3,139.9,0.25,96,100,3.78
357,Nowy Sacz,PL,2021-03-28 19:48:27,49.6218,20.6971,39.0,77,21,3.91
358,Santa Maria,BR,2021-03-28 19:48:28,-29.6842,-53.8069,72.45,73,83,9.48
359,Touros,BR,2021-03-28 19:48:28,-5.1989,-35.4608,86.0,66,40,12.66
360,Lompoc,US,2021-03-28 19:48:15,34.6391,-120.4579,77.0,43,0,6.91
361,Hinton,CA,2021-03-28 19:48:28,53.4001,-117.5857,44.6,49,90,9.22
362,Gorom-Gorom,BF,2021-03-28 19:48:28,14.4439,-0.2361,82.54,7,0,10.98
363,Morondava,MG,2021-03-28 19:48:29,-20.2833,44.2833,78.31,77,0,9.46
364,Tondano,ID,2021-03-28 19:48:29,1.3038,124.9112,77.0,94,40,2.3
365,Bat Yam,IL,2021-03-28 19:48:29,32.0231,34.7503,57.2,62,20,3.44
366,Yuxia,CN,2021-03-28 19:48:30,34.0615,108.6291,62.01,41,100,3.71
367,Mariel,CU,2021-03-28 19:48:30,22.9875,-82.7536,86.0,58,40,8.05
368,Phan Thiet,VN,2021-03-28 19:48:30,10.9333,108.1,74.5,91,65,5.46
369,Klaksvik,FO,2021-03-28 19:48:30,62.2266,-6.589,41.0,87,75,16.11
370,Tommot,RU,2021-03-28 19:48:31,58.9564,126.2925,14.04,96,100,1.72
371,Palmer,US,2021-03-28 19:48:31,42.1584,-72.3287,53.01,100,90,3.44
372,Smirnykh,RU,2021-03-28 19:48:31,49.75,142.8333,27.27,99,100,0.92
373,Abrau-Dyurso,RU,2021-03-28 19:48:32,44.69,37.59,41.0,81,8,8.95
374,Krasnyy Yar,RU,2021-03-28 19:48:32,46.5331,48.3456,39.2,81,0,13.42
375,Timra,SE,2021-03-28 19:48:32,62.487,17.3257,36.0,93,90,4.61
376,Raga,SS,2021-03-28 19:48:32,8.4596,25.678,78.28,18,5,4.12
377,Luderitz,NA,2021-03-28 19:48:33,-26.6481,15.1594,62.83,84,1,5.28
378,Pingliang,CN,2021-03-28 19:48:33,35.5392,106.6861,46.92,37,100,1.79
379,Kharp,RU,2021-03-28 19:48:33,66.8014,65.8081,-3.82,98,74,4.25
380,Mpika,ZM,2021-03-28 19:48:33,-11.8343,31.4529,61.54,98,100,4.5
381,Kahului,US,2021-03-28 19:47:48,20.8947,-156.47,75.2,64,40,20.71
382,Lavrentiya,RU,2021-03-28 19:48:03,65.5833,-171.0,9.19,94,100,20.04
383,Mackay,AU,2021-03-28 19:48:34,-21.15,149.2,69.8,88,75,5.75
384,Ilulissat,GL,2021-03-28 19:47:10,69.2167,-51.1,-5.8,41,0,2.3
385,Emmett,US,2021-03-28 19:48:34,43.8735,-116.4993,71.01,23,19,1.99
386,Haicheng,CN,2021-03-28 19:48:35,40.8516,122.7475,44.62,28,0,11.72
387,Bengkulu,ID,2021-03-28 19:48:35,-3.8004,102.2655,77.27,90,100,4.12
388,Fredericksburg,US,2021-03-28 19:48:28,38.3032,-77.4605,73.99,60,75,19.57
389,Yunyang,CN,2021-03-28 19:48:35,33.4474,112.7142,59.47,82,0,2.68
390,East London,ZA,2021-03-28 19:48:35,-33.0153,27.9116,66.16,73,100,11.95
391,Atbasar,KZ,2021-03-28 19:48:36,51.8,68.3333,15.01,93,18,11.99
392,Sangre Grande,TT,2021-03-28 19:48:36,10.5835,-61.1177,82.4,74,40,11.5
393,Khorramshahr,IR,2021-03-28 19:48:36,30.4397,48.1664,64.4,34,0,11.5
394,San Francisco,US,2021-03-28 19:48:37,37.7749,-122.4194,70.0,52,1,6.91
395,Okhotsk,RU,2021-03-28 19:48:37,59.3833,143.3,-3.23,97,55,6.31
396,Merrill,US,2021-03-28 19:48:37,45.1805,-89.6835,33.01,59,90,14.97
397,Saint-Pierre,RE,2021-03-28 19:47:09,-21.3393,55.4781,78.8,78,0,6.91
398,Kodiak,US,2021-03-28 19:48:38,57.79,-152.4072,37.4,41,75,4.61
399,Den Helder,NL,2021-03-28 19:48:38,52.9599,4.7593,46.99,87,90,23.02
400,Luau,AO,2021-03-28 19:48:38,-10.7073,22.2247,65.28,97,100,0.96
401,Sao Joao Da Barra,BR,2021-03-28 19:48:38,-21.6403,-41.0511,86.0,66,20,6.91
402,College,US,2021-03-28 19:48:39,64.8569,-147.8028,10.99,61,40,5.75
403,Odesskoye,RU,2021-03-28 19:48:39,54.2111,72.9651,23.85,93,100,16.69
404,La Sarre,CA,2021-03-28 19:48:39,48.8002,-79.1996,32.58,98,100,12.5
405,Svetlyy,RU,2021-03-28 19:45:03,54.675,20.1347,42.8,70,0,8.95
406,San Jose,US,2021-03-28 19:46:58,37.3394,-121.895,78.01,37,1,4.61
407,La Romana,DO,2021-03-28 19:48:40,18.4273,-68.9728,84.2,61,40,6.91
408,Cartagena,CO,2021-03-28 19:48:40,10.3997,-75.5144,89.6,55,20,12.66
409,Bezhanitsy,RU,2021-03-28 19:48:40,56.9767,29.8907,39.56,93,100,1.54
410,West Wendover,US,2021-03-28 19:43:59,40.7391,-114.0733,53.6,37,1,8.05
411,Seydi,TM,2021-03-28 19:48:41,39.4816,62.9137,46.81,42,2,14.88
412,Evensk,RU,2021-03-28 19:48:41,61.95,159.2333,-10.03,90,98,4.32
413,Kruisfontein,ZA,2021-03-28 19:48:41,-34.0033,24.7314,64.0,73,100,4.0
414,Manzanillo,CU,2021-03-28 19:48:41,20.3433,-77.1167,90.37,38,40,14.23
415,Beloha,MG,2021-03-28 19:48:04,-25.1667,45.05,71.06,83,15,3.02
416,Mokhsogollokh,RU,2021-03-28 19:48:42,61.4681,128.9203,-2.99,99,100,1.88
417,Pisco,PE,2021-03-28 19:47:22,-13.7,-76.2167,77.0,57,0,16.11
418,Porto Novo,BJ,2021-03-28 19:48:42,6.4965,2.6036,82.4,74,20,9.22
419,Ekhabi,RU,2021-03-28 19:48:42,53.5102,142.9671,27.5,95,100,7.0
420,Tomatlan,MX,2021-03-28 19:48:43,19.9333,-105.25,85.82,37,8,10.13
421,Atar,MR,2021-03-28 19:48:43,20.5169,-13.0499,84.36,18,80,11.65
422,Mabaruma,GY,2021-03-28 19:48:43,8.2,-59.7833,77.43,95,93,5.84
423,Deder,ET,2021-03-28 19:48:44,9.3167,41.45,57.63,31,20,3.24
424,Conakry,GN,2021-03-28 19:48:44,9.538,-13.6773,82.4,78,59,9.22
425,Dingle,PH,2021-03-28 19:48:12,10.9995,122.6711,76.23,89,100,6.17
426,Waingapu,ID,2021-03-28 19:47:54,-9.6567,120.2641,78.84,83,100,6.2
427,Ingraj Bazar,IN,2021-03-28 19:44:16,25.0,88.15,76.59,17,0,3.71
428,Buraydah,SA,2021-03-28 19:48:44,26.326,43.975,62.6,29,0,8.05
429,Antofagasta,CL,2021-03-28 19:48:45,-23.65,-70.4,68.0,56,0,12.66
430,San Miguel,SV,2021-03-28 19:48:45,13.4833,-88.1833,100.4,22,0,2.3
431,Clyde River,CA,2021-03-28 19:48:45,70.4692,-68.5914,-4.0,84,20,10.36
432,Ahipara,NZ,2021-03-28 19:48:36,-35.1667,173.1667,67.14,92,60,6.62
433,Walvis Bay,NA,2021-03-28 19:48:45,-22.9575,14.5053,61.0,88,0,5.75
434,Orbetello,IT,2021-03-28 19:48:46,42.4408,11.2196,50.0,93,0,3.44
435,Samarai,PG,2021-03-28 19:48:46,-10.6167,150.6667,82.06,79,92,10.94
436,Goldap,PL,2021-03-28 19:48:46,54.3063,22.3036,37.38,79,100,6.2
437,Te Anau,NZ,2021-03-28 19:48:47,-45.4167,167.7167,55.26,93,97,2.46
438,Carora,VE,2021-03-28 19:48:47,10.1755,-70.0827,87.76,41,100,14.03
439,Portobelo,PA,2021-03-28 19:48:47,9.55,-79.65,86.0,99,46,5.99
440,Pitimbu,BR,2021-03-28 19:48:47,-7.4706,-34.8086,84.2,70,75,9.22
441,Alakurtti,RU,2021-03-28 19:47:47,66.9672,30.3491,37.0,91,99,3.76
442,Rocha,UY,2021-03-28 19:47:56,-34.4833,-54.3333,67.23,88,85,5.5
443,Sobolevo,RU,2021-03-28 19:48:48,54.4299,31.8996,35.46,94,98,7.31
444,Lere,NG,2021-03-28 19:48:48,10.387,8.5726,79.95,16,0,9.6
445,Port Hardy,CA,2021-03-28 19:45:11,50.6996,-127.4199,42.8,81,75,8.05
446,Baherden,TM,2021-03-28 19:48:48,38.4362,57.4316,46.99,60,11,6.44
447,Caernarfon,GB,2021-03-28 19:48:49,53.1413,-4.2702,51.8,87,90,27.63
448,Goderich,CA,2021-03-28 19:45:11,43.7501,-81.7165,37.4,93,100,12.66
449,Adrar,MR,2021-03-28 19:47:52,20.5022,-10.0711,84.99,7,100,7.02
450,Alihe,CN,2021-03-28 19:48:49,50.5667,123.7167,33.76,99,100,4.21
451,Half Moon Bay,US,2021-03-28 19:48:49,37.4636,-122.4286,72.0,93,1,11.5
452,Pontypool,GB,2021-03-28 19:48:50,51.7011,-3.0444,52.0,81,99,8.99
453,Baoqing,CN,2021-03-28 19:48:50,46.3317,132.2111,38.16,97,100,8.61
454,Valdivia,CL,2021-03-28 19:45:26,-39.8142,-73.2459,73.4,49,0,5.75
455,Hopewell,US,2021-03-28 19:48:50,37.3043,-77.2872,77.0,61,100,15.01
456,Teguldet,RU,2021-03-28 19:48:51,57.3064,88.1667,30.51,98,100,4.21
457,Correntina,BR,2021-03-28 19:48:51,-13.3433,-44.6367,91.35,23,11,1.83
458,Gladstone,AU,2021-03-28 19:48:51,-23.85,151.25,69.8,88,12,5.75
459,Chara,RU,2021-03-28 19:48:52,56.9064,118.2631,9.57,82,100,2.33
460,Belaya Gora,RU,2021-03-28 19:48:52,68.5333,146.4167,-13.79,100,78,3.78
461,Praia Da Vitoria,PT,2021-03-28 19:48:52,38.7333,-27.0667,62.6,72,40,15.46
462,Bambanglipuro,ID,2021-03-28 19:48:52,-7.95,110.2833,76.48,89,48,2.44
463,Rosendal,NO,2021-03-28 19:48:53,59.9867,6.0135,44.01,87,75,10.36
464,Sept-Iles,CA,2021-03-28 19:48:53,50.2001,-66.3821,30.0,74,90,17.27
465,Northam,GB,2021-03-28 19:48:53,51.0333,-4.2167,52.0,91,29,17.0
466,Raudeberg,NO,2021-03-28 19:48:54,61.9875,5.1352,44.01,80,98,26.35
467,Opuwo,NA,2021-03-28 19:48:54,-18.0607,13.84,76.32,50,94,2.68
468,Massakory,TD,2021-03-28 19:48:54,12.996,15.7293,82.98,13,0,18.75
469,Ola,RU,2021-03-28 19:48:54,59.5833,151.2833,-1.77,98,80,5.75
470,Lyuban,BY,2021-03-28 19:48:55,52.7985,28.0048,38.21,91,100,4.94
471,Nanga Eboko,CM,2021-03-28 19:48:55,4.6833,12.3667,73.65,68,59,2.26
472,Kungurtug,RU,2021-03-28 19:48:55,50.5994,97.5228,22.5,84,100,1.32
473,Longyearbyen,SJ,2021-03-28 19:48:56,78.2186,15.6401,32.0,74,20,2.3
474,Yei,SS,2021-03-28 19:47:24,4.095,30.6779,70.11,78,49,3.71
475,Alyangula,AU,2021-03-28 19:48:56,-13.8483,136.4192,81.66,78,81,13.38
476,Baisha,CN,2021-03-28 19:48:56,26.5222,110.9311,68.34,93,9,2.57
477,Manasa,IN,2021-03-28 19:48:57,24.4837,75.2687,80.65,15,3,8.7
478,Ngaoundere,CM,2021-03-28 19:48:57,7.3167,13.5833,73.33,24,42,4.47
479,Nguruka,TZ,2021-03-28 19:48:57,-5.1092,31.0419,67.08,85,98,1.86
480,Ambon,ID,2021-03-28 19:48:52,-3.6954,128.1814,75.2,94,40,6.91
481,Mandal,IN,2021-03-28 19:48:57,25.45,74.5667,80.73,14,5,9.78
482,Mecca,SA,2021-03-28 19:48:58,21.4267,39.8261,74.32,59,0,7.31
483,Great Yarmouth,GB,2021-03-28 19:48:58,52.6083,1.7305,53.6,76,40,14.97
484,Tarakan,ID,2021-03-28 19:44:19,3.3,117.6333,79.27,80,100,4.41
485,San Juan,AR,2021-03-28 19:48:58,-31.5375,-68.5364,79.54,16,0,5.1
486,Buala,SB,2021-03-28 19:47:15,-8.145,159.5921,80.64,81,15,7.58
487,Saquena,PE,2021-03-28 19:48:59,-4.6667,-73.5167,80.29,88,79,2.3
488,Lima,PE,2021-03-28 19:48:05,-12.0432,-77.0282,77.0,64,0,9.22
489,Canyon,US,2021-03-28 19:44:44,34.9803,-101.9188,64.99,28,0,8.01
490,Bodo,NO,2021-03-28 19:48:59,67.28,14.405,42.8,56,40,19.57
491,Matamoros,MX,2021-03-28 19:48:59,25.5333,-103.25,73.99,18,75,9.22
492,Kirakira,SB,2021-03-28 19:49:00,-10.4544,161.9205,79.38,83,71,6.13
493,Coswig,DE,2021-03-28 19:49:00,51.1333,13.5833,50.0,53,40,8.05
494,Benjamin Hill,MX,2021-03-28 19:49:00,30.1667,-111.1,88.0,10,0,8.01
495,Gat,IL,2021-03-28 19:44:04,31.61,34.7642,57.0,1,1,5.03
496,Boende,CD,2021-03-28 19:49:01,-0.2167,20.8667,74.98,80,99,1.59
497,Choix,MX,2021-03-28 19:49:01,26.7092,-108.3219,96.91,5,6,1.68
498,Yinchuan,CN,2021-03-28 19:49:01,38.4681,106.2731,45.0,12,1,7.27
499,Moissala,TD,2021-03-28 19:49:02,8.3404,17.7663,89.01,21,95,4.5
500,Plettenberg Bay,ZA,2021-03-28 19:49:02,-34.0527,23.3716,62.71,81,100,9.31
501,Tamandare,BR,2021-03-28 19:49:02,-8.7597,-35.1047,80.15,77,95,6.24
502,Lebowakgomo,ZA,2021-03-28 19:49:02,-24.2,29.5,60.8,94,75,10.36
503,Naifaru,MV,2021-03-28 19:48:57,5.4444,73.3657,84.02,70,80,10.89
504,Orcopampa,PE,2021-03-28 19:49:03,-15.2661,-72.3417,54.81,65,47,7.74
505,Punta Alta,AR,2021-03-28 19:45:27,-38.8759,-62.0736,68.9,48,1,8.59
506,Dunedin,NZ,2021-03-28 19:49:03,-45.8742,170.5036,55.99,92,41,1.99
507,Huanren,CN,2021-03-28 19:49:03,41.2647,125.3667,36.48,64,6,4.63
508,Akdepe,TM,2021-03-28 19:44:49,42.0551,59.3788,44.6,70,0,6.91
509,Kem,RU,2021-03-28 19:49:04,64.9555,34.5793,38.37,89,99,11.12
510,Kaeo,NZ,2021-03-28 19:49:04,-35.1,173.7833,64.99,96,100,7.0
511,Tucumcari,US,2021-03-28 19:49:04,35.1717,-103.725,64.4,27,1,20.71
512,Kapit,MY,2021-03-28 19:49:05,2.0167,112.9333,73.51,99,100,0.56
513,Muisne,EC,2021-03-28 19:48:56,0.6,-80.0333,84.2,84,75,6.91
514,Constancia,MX,2021-03-28 19:49:05,24.2231,-107.1869,86.0,61,100,7.0
515,Alofi,NU,2021-03-28 19:49:05,-19.0595,-169.9187,80.6,89,3,12.66
516,Luyang,CN,2021-03-28 19:49:06,27.6239,110.0989,66.2,90,100,2.08
517,Birjand,IR,2021-03-28 19:49:06,32.8663,59.2211,51.8,24,0,13.8
518,Harrogate,GB,2021-03-28 19:49:06,53.9908,-1.5373,55.4,76,75,24.16
519,Alpena,US,2021-03-28 19:49:06,45.0617,-83.4327,35.6,87,90,18.41
520,Poum,NC,2021-03-28 19:48:22,-20.2333,164.0167,79.32,79,10,8.25
521,Mandera,KE,2021-03-28 19:49:07,3.9366,41.867,90.59,26,100,0.78
522,Bukene,TZ,2021-03-28 19:49:07,-4.2333,32.8833,67.32,73,18,2.48
523,Solone,UA,2021-03-28 19:49:07,48.2081,34.8721,42.8,70,0,6.71
524,Katghora,IN,2021-03-28 19:49:08,22.5,82.55,73.51,20,0,2.95
525,Saurimo,AO,2021-03-28 19:48:22,-9.6608,20.3916,66.47,94,100,3.09
526,Thinadhoo,MV,2021-03-28 19:49:08,0.5333,72.9333,77.74,91,100,14.58
527,Guayaramerin,BO,2021-03-28 19:49:08,-10.8368,-65.3614,87.8,58,40,2.3
528,Awbari,LY,2021-03-28 19:49:09,26.5921,12.7805,62.2,19,0,9.13
529,Tecoanapa,MX,2021-03-28 19:49:09,16.5167,-98.75,85.59,48,0,11.12
530,Belomorsk,RU,2021-03-28 19:49:09,64.5232,34.7668,36.36,96,93,9.91
531,Alugan,PH,2021-03-28 19:49:10,12.2188,125.4808,79.45,84,100,8.95
532,Kaabong,UG,2021-03-28 19:49:10,3.4836,34.1492,69.93,46,60,5.91
533,Oktyabrskiy,RU,2021-03-28 19:47:44,54.4815,53.471,16.84,97,100,3.51
534,Baruun-Urt,MN,2021-03-28 19:47:01,46.6806,113.2792,25.25,50,1,6.04
535,Muli,MV,2021-03-28 19:49:10,2.9167,73.5667,81.57,77,98,10.96
536,Macherla,IN,2021-03-28 19:49:11,16.4833,79.4333,80.6,54,2,7.9
537,Yumen,CN,2021-03-28 19:49:11,40.2833,97.2,45.63,48,31,10.36
538,Pacific Grove,US,2021-03-28 19:49:11,36.6177,-121.9166,60.8,59,1,5.75
539,Olga,RU,2021-03-28 19:49:12,43.7444,135.2892,35.28,96,100,11.1
540,Olafsvik,IS,2021-03-28 19:46:56,64.8945,-23.7142,26.65,84,100,19.01
541,Santa Fe,AR,2021-03-28 19:48:10,-31.6333,-60.7,70.0,70,92,3.0
542,Evanston,US,2021-03-28 19:49:12,42.0411,-87.6901,46.99,34,40,25.32
543,Port Hedland,AU,2021-03-28 19:49:12,-20.3167,118.5667,82.4,61,13,6.91
544,Houma,US,2021-03-28 19:44:54,29.5958,-90.7195,73.4,88,90,11.5
545,Kaoma,ZM,2021-03-28 19:49:13,-14.7833,24.8,64.81,86,89,4.99
546,Paamiut,GL,2021-03-28 19:49:13,61.994,-49.6678,16.2,67,0,20.04
547,Hampton,US,2021-03-28 19:45:01,37.0299,-76.3452,82.0,61,20,24.16
548,Sabzevar,IR,2021-03-28 19:49:13,36.2126,57.6819,41.52,47,0,10.67
549,Necochea,AR,2021-03-28 19:49:14,-38.5473,-58.7368,69.01,77,26,3.0
550,Mogadishu,SO,2021-03-28 19:49:14,2.0371,45.3438,80.51,86,100,18.54
551,Gisborne,NZ,2021-03-28 19:47:18,-38.6533,178.0042,61.0,92,73,1.01
552,Hefei,CN,2021-03-28 19:49:14,31.8639,117.2808,61.0,88,0,4.47
553,Tenno,JP,2021-03-28 19:49:04,39.9,139.9667,52.0,95,100,13.29
554,Yashkul,RU,2021-03-28 19:49:15,46.1711,45.3435,38.14,84,53,9.55
555,Laguna De Perlas,NI,2021-03-28 19:49:15,12.3429,-83.6712,84.2,70,40,6.91
556,Elbistan,TR,2021-03-28 19:49:15,38.2059,37.1983,33.33,65,0,0.47
557,Tambura,SS,2021-03-28 19:49:16,5.6,27.4667,80.1,41,72,1.79
558,Otane,NZ,2021-03-28 19:49:16,-39.8833,176.6333,64.99,86,100,1.99
559,Balkanabat,TM,2021-03-28 19:49:16,39.5108,54.3671,45.9,66,1,7.27
560,Kozhva,RU,2021-03-28 19:49:16,65.1073,57.0459,25.74,98,99,3.85
561,Lota,CL,2021-03-28 19:49:17,-37.0833,-73.1667,69.8,49,0,4.61
562,Henties Bay,NA,2021-03-28 19:49:17,-22.116,14.2845,61.0,90,0,5.99
563,Fredericton,CA,2021-03-28 19:47:14,45.9454,-66.6656,35.6,69,90,13.8
564,Vadso,NO,2021-03-28 19:49:17,70.0744,29.7487,37.4,74,20,6.91
565,Aswan,EG,2021-03-28 19:49:17,24.0934,32.907,68.16,18,0,16.87
566,Kuliyapitiya,LK,2021-03-28 19:45:40,7.4688,80.0401,75.2,94,75,5.75
567,Denpasar,ID,2021-03-28 19:46:26,-8.65,115.2167,77.0,94,40,2.3
568,Launceston,AU,2021-03-28 19:49:18,-41.45,147.1667,46.99,65,5,5.75
569,Natal,BR,2021-03-28 19:46:45,-5.795,-35.2094,86.0,66,40,10.36
570,Nanortalik,GL,2021-03-28 19:49:18,60.1432,-45.2371,26.08,66,2,8.25
571,Alice Town,BS,2021-03-28 19:47:35,25.7167,-79.3,78.26,64,6,6.69
572,Ust-Kan,RU,2021-03-28 19:49:19,50.9276,84.761,28.44,96,100,4.61
573,Tilichiki,RU,2021-03-28 19:49:19,60.4667,166.1,-6.86,91,13,6.69
574,Nkhotakota,MW,2021-03-28 19:49:19,-12.9274,34.2961,71.98,87,99,8.43
575,Marsh Harbour,BS,2021-03-28 19:44:25,26.5412,-77.0636,77.81,71,17,14.07
576,Thaton,MM,2021-03-28 19:49:20,16.9206,97.3714,79.18,71,6,1.81
577,Ixtapa,MX,2021-03-28 19:49:20,20.7,-105.2,77.0,57,40,11.5
578,Sabha,LY,2021-03-28 19:49:20,27.0377,14.4283,62.73,20,0,11.48
579,Yangjiang,CN,2021-03-28 19:49:20,21.85,111.9667,72.32,95,51,3.15
580,Kharitonovo,RU,2021-03-28 19:49:21,61.4009,47.4978,29.59,93,100,7.09
581,Maine-Soroa,NE,2021-03-28 19:49:21,13.2114,12.0241,76.91,17,0,11.21
582,Juneau,US,2021-03-28 19:49:21,58.3019,-134.4197,37.4,44,20,4.61
583,Porbandar,IN,2021-03-28 19:49:21,21.6422,69.6093,78.48,73,8,9.82
584,Doka,SD,2021-03-28 19:49:22,13.5167,35.7667,83.26,32,16,5.61
585,Chicama,PE,2021-03-28 19:49:22,-7.8447,-79.1469,73.4,78,0,10.36
586,Grants,US,2021-03-28 19:49:22,35.1473,-107.8514,57.2,23,1,4.61
587,Lesosibirsk,RU,2021-03-28 19:49:23,58.2358,92.4828,31.66,96,100,5.23
588,Bay Roberts,CA,2021-03-28 19:49:23,47.5999,-53.2648,30.0,65,97,1.99
589,Ambato,EC,2021-03-28 19:49:23,-1.2491,-78.6168,59.0,67,40,10.36
590,Marbella,ES,2021-03-28 19:49:23,36.5154,-4.8858,60.8,82,75,10.36
591,Boralday,KZ,2021-03-28 19:49:24,43.3578,76.8594,44.6,81,90,6.71
592,Cavan,IE,2021-03-28 19:49:24,53.9908,-7.3606,55.99,88,100,11.99
